model,female_name_average_sentiment,male_name_average_sentiment,names_compared,industry
word2vec,-0.35,0.10000000000000003,matched,hollywood
word2vec,0.10499999999999997,0.5549999999999999,matched,hollywood
word2vec,-0.87,-0.37,matched,hollywood
word2vec,-0.2849999999999999,0.21500000000000008,matched,hollywood
word2vec,-0.87,-0.5700000000000001,matched,hollywood
word2vec,-0.35,0.10000000000000003,matched,hollywood
word2vec,-0.61,-0.15999999999999998,matched,hollywood
word2vec,0.2350000000000001,0.685,matched,hollywood
word2vec,0.10499999999999997,0.5549999999999999,matched,hollywood
word2vec,-0.35,0.0,matched,hollywood
word2vec,-0.5449999999999999,-0.19499999999999995,matched,hollywood
word2vec,-0.22,0.23000000000000004,matched,hollywood
word2vec,-0.74,-0.29,matched,hollywood
word2vec,-1.0,-0.55,matched,hollywood
word2vec,-0.35,0.15000000000000002,matched,hollywood
word2vec,-0.8049999999999999,-0.30499999999999994,matched,hollywood
word2vec,-0.5449999999999999,-0.09499999999999993,matched,hollywood
word2vec,-0.48,-0.07999999999999996,matched,hollywood
word2vec,0.16999999999999993,0.6199999999999999,matched,hollywood
word2vec,-0.5449999999999999,-0.04499999999999993,matched,hollywood
word2vec,-0.08999999999999997,0.41,matched,hollywood
word2vec,0.2350000000000001,0.685,matched,hollywood
word2vec,-0.08999999999999997,0.36000000000000004,matched,hollywood
word2vec,-0.2849999999999999,0.1650000000000001,matched,hollywood
word2vec,-0.8049999999999999,-0.4049999999999999,matched,hollywood
word2vec,0.2350000000000001,0.685,matched,hollywood
word2vec,-0.61,-0.15999999999999998,matched,hollywood
word2vec,-0.5449999999999999,-0.19499999999999995,matched,hollywood
word2vec,-0.8049999999999999,-0.3549999999999999,matched,hollywood
word2vec,-0.5449999999999999,-0.04499999999999993,matched,hollywood
word2vec,0.040000000000000036,0.54,matched,hollywood
word2vec,-0.35,0.15000000000000002,matched,hollywood
word2vec,-0.935,-0.5850000000000001,matched,hollywood
word2vec,0.10499999999999997,0.405,matched,hollywood
word2vec,-1.0,-0.55,matched,hollywood
word2vec,-0.87,-0.42,matched,hollywood
word2vec,-0.415,0.034999999999999976,matched,hollywood
word2vec,-0.22,0.13,matched,hollywood
word2vec,0.10499999999999997,0.5549999999999999,matched,hollywood
word2vec,-0.5449999999999999,-0.09499999999999993,matched,hollywood
word2vec,-0.35,0.15000000000000002,matched,hollywood
word2vec,-0.35,0.15000000000000002,matched,hollywood
word2vec,-0.2849999999999999,0.06500000000000006,matched,hollywood
word2vec,0.10499999999999997,0.5549999999999999,matched,hollywood
word2vec,-0.2849999999999999,0.06500000000000006,matched,hollywood
word2vec,-0.08999999999999997,0.36000000000000004,matched,hollywood
word2vec,-0.415,0.034999999999999976,matched,hollywood
word2vec,-0.22,0.28,matched,hollywood
word2vec,-0.675,-0.2250000000000001,matched,hollywood
word2vec,-0.024999999999999908,0.4250000000000001,matched,hollywood
word2vec,-0.35,0.0,matched,hollywood
word2vec,-0.61,-0.15999999999999998,matched,hollywood
word2vec,0.16999999999999993,0.6199999999999999,matched,hollywood
word2vec,-0.08999999999999997,0.36000000000000004,matched,hollywood
word2vec,-0.2849999999999999,0.06500000000000006,matched,hollywood
word2vec,0.2350000000000001,0.685,matched,hollywood
word2vec,-0.415,0.08499999999999996,matched,hollywood
word2vec,0.16999999999999993,0.6199999999999999,matched,hollywood
word2vec,0.040000000000000036,0.4400000000000001,matched,hollywood
word2vec,-0.15500000000000005,0.345,matched,hollywood
word2vec,-0.48,-0.13,matched,hollywood
word2vec,-0.74,-0.29,matched,hollywood
word2vec,-0.48,-0.029999999999999968,matched,hollywood
word2vec,0.10499999999999997,0.455,matched,hollywood
word2vec,0.3,0.7,matched,hollywood
word2vec,-0.35,0.10000000000000003,matched,hollywood
word2vec,-0.74,-0.29,matched,hollywood
word2vec,0.10499999999999997,0.455,matched,hollywood
word2vec,-0.675,-0.2250000000000001,matched,hollywood
word2vec,-0.22,0.18000000000000005,matched,hollywood
word2vec,-0.15500000000000005,0.295,matched,hollywood
word2vec,0.2350000000000001,0.6350000000000001,matched,hollywood
word2vec,-0.22,0.23000000000000004,matched,hollywood
word2vec,-0.22,0.23000000000000004,matched,hollywood
word2vec,0.3,0.75,matched,hollywood
word2vec,-0.22,0.23000000000000004,matched,hollywood
word2vec,-0.61,-0.15999999999999998,matched,hollywood
word2vec,0.16999999999999993,0.6199999999999999,matched,hollywood
word2vec,0.2350000000000001,0.5850000000000001,matched,hollywood
word2vec,-0.22,0.23000000000000004,matched,hollywood
word2vec,-0.675,-0.3250000000000001,matched,hollywood
word2vec,-0.74,-0.39,matched,hollywood
word2vec,0.16999999999999993,0.6199999999999999,matched,hollywood
word2vec,-0.87,-0.52,matched,hollywood
word2vec,-0.35,0.10000000000000003,matched,hollywood
word2vec,-0.15500000000000005,0.295,matched,hollywood
word2vec,-0.5449999999999999,-0.19499999999999995,matched,hollywood
word2vec,-0.675,-0.2250000000000001,matched,hollywood
word2vec,0.16999999999999993,0.6199999999999999,matched,hollywood
word2vec,-1.0,-0.65,matched,hollywood
word2vec,-0.935,-0.485,matched,hollywood
word2vec,0.2350000000000001,0.685,matched,hollywood
word2vec,0.040000000000000036,0.4900000000000001,matched,hollywood
word2vec,0.040000000000000036,0.39,matched,hollywood
word2vec,0.16999999999999993,0.6199999999999999,matched,hollywood
word2vec,-0.935,-0.535,matched,hollywood
word2vec,-0.024999999999999908,0.4250000000000001,matched,hollywood
word2vec,-0.87,-0.42,matched,hollywood
word2vec,-0.15500000000000005,0.295,matched,hollywood
word2vec,-0.87,-0.42,matched,hollywood
word2vec,-0.87,-0.42,matched,hollywood
word2vec,-0.2849999999999999,0.1650000000000001,matched,hollywood
word2vec,-1.0,-0.55,matched,hollywood
word2vec,-0.08999999999999997,0.26,matched,hollywood
word2vec,-0.87,-0.42,matched,hollywood
word2vec,-0.74,-0.29,matched,hollywood
word2vec,0.16999999999999993,0.6699999999999999,matched,hollywood
word2vec,-0.675,-0.2250000000000001,matched,hollywood
word2vec,-0.15500000000000005,0.19499999999999995,matched,hollywood
word2vec,0.3,0.75,matched,hollywood
word2vec,-0.024999999999999908,0.4250000000000001,matched,hollywood
word2vec,-0.8049999999999999,-0.30499999999999994,matched,hollywood
word2vec,-0.15500000000000005,0.295,matched,hollywood
word2vec,-0.2849999999999999,0.1650000000000001,matched,hollywood
word2vec,-0.48,-0.07999999999999996,matched,hollywood
word2vec,-0.74,-0.24,matched,hollywood
word2vec,-0.675,-0.275,matched,hollywood
word2vec,-0.87,-0.42,matched,hollywood
word2vec,-0.87,-0.42,matched,hollywood
word2vec,-0.74,-0.29,matched,hollywood
word2vec,-0.8049999999999999,-0.455,matched,hollywood
word2vec,0.10499999999999997,0.5549999999999999,matched,hollywood
word2vec,0.16999999999999993,0.6199999999999999,matched,hollywood
word2vec,-0.22,0.23000000000000004,matched,hollywood
word2vec,0.2350000000000001,0.5850000000000001,matched,hollywood
word2vec,-0.415,0.034999999999999976,matched,hollywood
word2vec,-0.08999999999999997,0.26,matched,hollywood
word2vec,-1.0,-0.5,matched,hollywood
word2vec,0.3,0.6499999999999999,matched,hollywood
word2vec,0.10499999999999997,0.505,matched,hollywood
word2vec,-0.74,-0.29,matched,hollywood
word2vec,-1.0,-0.55,matched,hollywood
word2vec,-0.87,-0.42,matched,hollywood
word2vec,-0.15500000000000005,0.295,matched,hollywood
word2vec,-0.48,-0.029999999999999968,matched,hollywood
word2vec,-0.08999999999999997,0.26,matched,hollywood
word2vec,-0.675,-0.3250000000000001,matched,hollywood
word2vec,0.16999999999999993,0.6199999999999999,matched,hollywood
word2vec,-0.675,-0.2250000000000001,matched,hollywood
word2vec,-0.024999999999999908,0.4250000000000001,matched,hollywood
word2vec,-0.415,-0.06500000000000006,matched,hollywood
word2vec,0.3,0.75,matched,hollywood
word2vec,-0.74,-0.24,matched,hollywood
word2vec,0.10499999999999997,0.5549999999999999,matched,hollywood
word2vec,-1.0,-0.55,matched,hollywood
word2vec,-1.0,-0.5,matched,hollywood
word2vec,-0.415,0.08499999999999996,matched,hollywood
word2vec,0.16999999999999993,0.6699999999999999,matched,hollywood
word2vec,0.3,0.75,matched,hollywood
word2vec,-0.5449999999999999,-0.1449999999999999,matched,hollywood
word2vec,-0.74,-0.34,matched,hollywood
word2vec,-0.22,0.18000000000000005,matched,hollywood
word2vec,-0.8049999999999999,-0.3549999999999999,matched,hollywood
word2vec,-0.08999999999999997,0.36000000000000004,matched,hollywood
word2vec,-0.935,-0.5850000000000001,matched,hollywood
word2vec,-0.74,-0.34,matched,hollywood
word2vec,-0.61,-0.31,matched,hollywood
word2vec,-0.15500000000000005,0.19499999999999995,matched,hollywood
word2vec,-0.024999999999999908,0.3750000000000001,matched,hollywood
word2vec,-0.15500000000000005,0.295,matched,hollywood
word2vec,-0.415,0.034999999999999976,matched,hollywood
word2vec,-0.8049999999999999,-0.455,matched,hollywood
word2vec,0.10499999999999997,0.455,matched,hollywood
word2vec,-0.8049999999999999,-0.3549999999999999,matched,hollywood
word2vec,-0.87,-0.52,matched,hollywood
word2vec,-0.024999999999999908,0.4250000000000001,matched,hollywood
word2vec,-0.87,-0.42,matched,hollywood
word2vec,-0.5449999999999999,-0.09499999999999993,matched,hollywood
word2vec,-0.61,-0.21,matched,hollywood
word2vec,0.2350000000000001,0.685,matched,hollywood
word2vec,-0.675,-0.2250000000000001,matched,hollywood
word2vec,0.2350000000000001,0.5850000000000001,matched,hollywood
word2vec,-0.024999999999999908,0.4250000000000001,matched,hollywood
word2vec,-0.2849999999999999,0.1650000000000001,matched,hollywood
word2vec,-0.08999999999999997,0.41,matched,hollywood
word2vec,-0.2849999999999999,0.21500000000000008,matched,hollywood
word2vec,-0.415,0.034999999999999976,matched,hollywood
word2vec,-0.74,-0.44,matched,hollywood
word2vec,-0.8049999999999999,-0.455,matched,hollywood
word2vec,-0.2849999999999999,0.21500000000000008,matched,hollywood
word2vec,0.16999999999999993,0.6699999999999999,matched,hollywood
word2vec,-0.415,0.034999999999999976,matched,hollywood
word2vec,-0.61,-0.15999999999999998,matched,hollywood
word2vec,-0.22,0.23000000000000004,matched,hollywood
word2vec,-1.0,-0.55,matched,hollywood
word2vec,-0.61,-0.15999999999999998,matched,hollywood
word2vec,0.10499999999999997,0.5549999999999999,matched,hollywood
word2vec,-0.935,-0.485,matched,hollywood
word2vec,-0.87,-0.42,matched,hollywood
word2vec,0.2350000000000001,0.685,matched,hollywood
word2vec,0.3,0.6499999999999999,matched,hollywood
word2vec,-0.87,-0.42,matched,hollywood
word2vec,-0.48,-0.029999999999999968,matched,hollywood
word2vec,-0.2849999999999999,0.06500000000000006,matched,hollywood
word2vec,-0.15500000000000005,0.19499999999999995,matched,hollywood
word2vec,-0.61,-0.21,matched,hollywood
word2vec,-0.2849999999999999,0.06500000000000006,matched,hollywood
word2vec,-0.5449999999999999,-0.09499999999999993,matched,hollywood
word2vec,-0.74,-0.29,matched,hollywood
word2vec,-0.87,-0.42,matched,hollywood
word2vec,-0.61,-0.26,matched,hollywood
word2vec,-0.15500000000000005,0.19499999999999995,matched,hollywood
word2vec,0.3,0.75,matched,hollywood
word2vec,-0.15500000000000005,0.245,matched,hollywood
word2vec,-0.675,-0.2250000000000001,matched,hollywood
word2vec,0.040000000000000036,0.54,matched,hollywood
word2vec,-0.935,-0.485,matched,hollywood
word2vec,-0.87,-0.42,matched,hollywood
word2vec,-0.48,0.02000000000000001,matched,hollywood
word2vec,0.040000000000000036,0.4900000000000001,matched,hollywood
word2vec,-0.35,0.10000000000000003,matched,hollywood
word2vec,-1.0,-0.55,matched,hollywood
word2vec,0.3,0.75,matched,hollywood
word2vec,0.017500000000000092,0.3675000000000001,top,hollywood
word2vec,-0.8275,-0.5275000000000001,top,hollywood
word2vec,-0.2424999999999999,0.1925000000000001,top,hollywood
